sku,nombre,unidad_medida,precio,descripcion,imagen_url,stock_actual
33419,Bicarbonato De Sodio Multiusos Daryza X 500 Gr,500 G,7.90,"Multiusos: Funciona como desinfectante, desengrasante y desodorizante. No raya: Seguro para superficies delicadas como acero inoxidable. Ecológico: Alternativa libre de químicos fuertes. Eficaz: Contra manchas, grasa y malos olores.",https://daryza.com/wp-content/uploads/2025/04/33419.jpg,1858
33284,Limpiatodo Antibacterial Bebé Daryza x 3.8 L,3.8 L,13.50,"Puede usarlo en pisos, paredes, mesas, ventanas y todo tipo de superficies lavables.",https://daryza.com/wp-content/uploads/2024/03/33284.jpg,31
10539,Pack Limpiador Multipropósito Con Vinagre + Bicarbonato De Sodio Multiusos,UND,13.50,S/ 16.90 El precio original era: S/16.90. S/ 13.50 El precio actual es: S/13.50.,https://daryza.com/wp-content/uploads/2025/09/10539.jpg,12
1165,Aromatizador Jardín de Rosas Spray X 360 ML – Sapolio,360 ML,7.90,S/ 7.90,https://daryza.com/wp-content/uploads/2023/05/1165-1.jpg,28
31320,Perfumador Liquido Manzana Canela Daryza x 3.8 L,3.8 L,14.50,"Verter el producto en un pulverizador o atomizador, aplique en el área atomizando en el aire hasta cubrir el área en dirección de las esquinas del ambiente. A mayor dosificación, obtendrá una mayor duración y efecto residual. Para perfumar ambientes aplíquelo puro con un trapeador sobre la superficie.",https://daryza.com/wp-content/uploads/2024/09/31320.jpg,84
33192,Desinfectante Antibacterial Lavanda Daryza x 19 L,19 L,65.00,"Facilita la limpieza de pisos, cerámicos y todas las superficies lavables, dejando un agradable y persistente fragancia. Elaborado con amonio cuaternario. Elimina gérmenes y bacterias: Escherichia coli, Pseudomonas aeruginosa, Staphylococcus aureus y Salmonella. El agente germicida presente brinda baja toxicidad y es eco amigable, convirtiéndolo en un producto de limpieza de manejo seguro.",https://daryza.com/wp-content/uploads/2024/10/307.jpg,29
31220,Perfumador Liquido Bouquette Daryza x 3.8 L,3.8 L,14.50,"Verter el producto en un pulverizador o atomizador, aplique en el área atomizando en el aire hasta cubrir el área en dirección de las esquinas del ambiente. A mayor dosificación, obtendrá una mayor duración y efecto residual. Para perfumar ambientes aplíquelo puro con un trapeador sobre la superficie.",https://daryza.com/wp-content/uploads/2024/06/31220.jpg,79
19605,Guante Profesional Daryza Calibre 25 Talla 9,UND,9.00,"Guantes hechos a base de látex natural con excelente elasticidad, ergonómicos y anatómicos, satinado con tratamiento antibacterial, halogenados para disminuir la presencia de proteínas y químicos residuales que podrían producir alergias, fácil de poner y quitar.",https://daryza.com/wp-content/uploads/2024/11/19605.jpg,89
33185,Cera al Agua Desinfectante Neutro Daryza x 3.8 L,3.8 L,21.90,"Instrucciones de Uso: Limpie la superficie y retire el polvo o cualquier otra suciedad. Extienda la CERA AL AGUA Daryza sobre la superficie limpia, esparciendo de manera uniforme con ayuda de un paño o trapeador. Deje secar por unos minutos y luego lustre con un paño limpio y seco. Usar el producto puro (sin diluir) directamente sobre la superficie.",https://daryza.com/wp-content/uploads/2024/07/268.jpg,133
2381,Limpiador de Fragua Daryza x 3.8 L,3.8 L,26.90,Aplíquelo directamente sobre la superficie a limpiar con ayuda de un paño o pulverizador. Déjelo actuar por 8 minutos y luego enjuague.,https://daryza.com/wp-content/uploads/2024/06/2381.jpg,100
425,Shampoo para Autos Daryza x 3.8 L,50 ML,34.90,"Instrucciones de uso: Diluya 50 ml. (3 tapas del envase) en un balde de 10 L de agua, luego agite hasta formar espuma. Sumerja una esponja suave en la dilución, cuando esté totalmente mojada distribuya el excedente sobre la superficie del auto, cuando haya terminado de lavar, enjuague y seque.",https://daryza.com/wp-content/uploads/2024/06/425.jpg,8
2636,Paños Wypall X75 Plus Rollo X 60 Hojas – Kimberly Clark,60 HOJAS,38.30,Son fabricados con la tecnología POWER POCKETS* que proporciona mayor poder de limpieza en limpieza de superficies difíciles. Es un producto sostenible contemplando hasta 50% de fibras recicladas pre-consumo.,https://daryza.com/wp-content/uploads/2024/09/2636.png,7
33560,Mascarilla Blanca 3 Pliegues Descartable X 50 Und / Face Mask,50 UND,9.90,S/ 9.90,https://daryza.com/wp-content/uploads/2025/01/33560-1-1.jpg,38
33651,Limpia Mueble Daryza x 500 ml,500 ML,10.90,"Instrucciones de uso: Retire el polvo de la superficie donde se va a limpiar. Con la ayuda de un paño seco, distribuya en forma uniforme. Deje secar por unos minutos. Con otro paño seco frote la superficie. El producto es de uso directo. Ideal para cuero*, computadora (no pantalla), plásticos, vinilo, formica, cerámica, cromo y otras superficies sintéticas. *No usar sobre cuero natural, gamuzado y poroso.",https://daryza.com/wp-content/uploads/2021/05/33651.jpg,173
30023,Guantes Domesticos Talla 8 / Protexion,UND,5.20,"RECOMENDACIONES Seleccione guantes convenientes para cada uso. Limpie los guantes con jabón suave, enjuague con agua limpia y deje secar a temperatura ambiente en la sombra. Almacene los guantes en un lugar limpio, fresco, sin humedad y lejos de la luz solar directa (Temperatura inferior a 38°C).",https://daryza.com/wp-content/uploads/2023/10/30023.jpg,81
18795,Balde escurridor 17lts Azul con Mopa,17 L,35.90,"Balde de 17 lts, hecho de 100% plástico virgen, cuenta con escurridor en la parte superior del mismo plástico, resistente y práctico, está provisto de 1 pico vertedor y 2 hendiduras en el fondo. Mopa de 200gr de algodón.",https://daryza.com/wp-content/uploads/2021/06/SKU-364-Balde-Escurridor-Hude-17-Litros-Set-Tatay-1.jpg,26
299,Desengrasante Forte Daryza x 1 L,1 L,10.90,"El Desengrasante Forte Daryza tiene una fórmula eficaz que corta y elimina la grasa en todo tipo de superficies lavables. Alto poder de remoción de todo tipo de suciedad, excelente formador de espuma.",https://daryza.com/wp-content/uploads/2023/08/299.jpg,60
32171,Limpiatodo Antibacterial Brisa Daryza x 3.8 L,3.8 L,13.50,"Puede usarlo en pisos, paredes, mesas, ventanas y todo tipo de superficies lavables.",https://daryza.com/wp-content/uploads/2024/03/32171.jpg,79
5663,Alcohol Isopropílico al 53° Daryza x 1 L,1 L,19.00,"Elimina suciedad, polvo y grasa adherida sobre las superficies. Es un producto que se puede diluir sin dificultad con el agua. Muy útil en el ámbito de limpieza doméstica e industrial.",https://daryza.com/wp-content/uploads/2024/06/5663.jpg,11
31231,Perfumador Liquido Lavanda Daryza x 19 L,19 L,65.00,"Verter el producto en un pulverizador o atomizador, aplique en el área atomizando en el aire hasta cubrir el área en dirección de las esquinas del ambiente. A mayor dosificación, obtendrá una mayor duración y efecto residual. Para perfumar ambientes aplíquelo puro con un trapeador sobre la superficie.",https://daryza.com/wp-content/uploads/2024/09/31231.jpg,53
33647,Desinfectante Concentrado Pino Daryza x 19 L,19 L,65.00,"Formulado a base de tensoactivos biodegradables, humectantes, emulsificantes, aceite esencial de pino y agentes germicidas de bajo grado de toxicidad. Ideal para lugares del área industrial, doméstica, y de salud pública.",https://daryza.com/wp-content/uploads/2021/05/33647.jpg,57
33351,Limpiador de Acero Inoxidable Gatillo Daryza x 650 ml,650 ML,24.90,"Elimina grasa ligera, huellas dactilares, manchas de agua y óxido. Aspecto: Líquido Color: Incoloro Olor: Característico",https://daryza.com/wp-content/uploads/2024/05/33351-Pronto-nueva-imagen.jpg,92
3573,Gatillo y Botella para Spray 32 ONZ – Rubbermaid,UND,23.70,S/ 23.70,https://daryza.com/wp-content/uploads/2024/09/3573.jpg,63
30629,Bolsas Para Basura Negras 180 Litros Paquete x 10 Unidades,180 L,7.90,S/ 7.90,https://daryza.com/wp-content/uploads/2024/10/30629.jpg,109
10504,Master x4 Desinfectante Virucida DAC5 Concentrado x 5lt + 2 Pulverizador Natural Gratis,5 L,199.60,DAC 5 es un potente y concentrado desinfectante formulado a base de Amonio Cuaternario de Quinta Generación y Biguanidinina Polimérica los cuales ofrecen acción germicida frente a un amplio espectro de gérmenes y bacterias. No es toxico. No es corrosivo. No afecta ni daña las superficies. No requiere enjuague. Pack incluye: Master Desinfectante DAC5 Concentrado x 5lt + 2 Pulverizadores Naturales,https://daryza.com/wp-content/uploads/2024/11/DAC5-Pulv.png,10
7702,Jabón Líquido Tork 1000 ML – 80500 / Familia,1000 ML,29.70,Diseñado para dispensador Tork: 83510,https://daryza.com/wp-content/uploads/2024/06/7702.jpg,7
30042,Desinfectante DAC5 Concentrado Daryza x 1 L,1 L,12.50,DAC 5 es un potente y concentrado desinfectante formulado a base de Amonio Cuaternario de Quinta Generación y Biguanidina Polimérica los cuales ofrecen acción germicida frente a un amplio espectro de gérmenes y bacterias. No es toxico. No es corrosivo. No afecta ni daña las superficies. No requiere enjuague.,https://daryza.com/wp-content/uploads/2024/10/30042.jpg,6
7705,Jabón en Espuma Suave Tork 1000 ML – Familia (80530),1000 ML,40.30,Diseñado para dispensador Tork: 83530,https://daryza.com/wp-content/uploads/2024/06/7705.jpg,42
6273,Suma Plaq X 5 LT / R03201 Diversey,5 L,79.10,"• La acción poderosa de sus componentes alcalinos elimina incluso la suciedad muy requemada • Ideal para usar en hornos, planchas, parrillas, y la limpieza de freidoras • El pulverizador de espuma con trigger ayuda a su aplicación y reduce la formación de vapores",https://daryza.com/wp-content/uploads/2023/08/6273-SUMA-PLAQ-X-5-LT-R03201-DIVERSEY-ONU1824-C8.jpg,49
5785,Paño Wypall X80 Regular Rollo x 80 hojas,80 HOJAS,62.40,"Poseen la tecnología Power Pockets que proporciona un mayor poder de limpieza en las tareas de limpieza frente a otros paños convencionales. Contiene un aditivo que inhibe el crecimiento de microorganismos (bacterias, hongos, levaduras) en el paño y evita la generación de malos olores. Puede ser lavado en máquinas y soportan hasta 15 lavadas. Cada rollo contiene 80 hojas de 28 x 42 cm.",https://daryza.com/wp-content/uploads/2023/09/80.png,90
30790,Papel Toalla Blanco DH Continua 6 Rollos de 180 Mts – Familia Institucional,6 ROLLOS,195.90,"La unión de sus dos hojas proporciona la absorbencia, resistencia y suavidad adecuadas. Este producto lo puedes usar con el dispensador 83962.",https://daryza.com/wp-content/uploads/2024/06/30790.jpg,7
19555,Paño Wypall X80 Plus Interfoliado Azul x 30 hojas – Kimberly Clark,30 HOJAS,31.30,"Paños de limpieza Wypall X80 interfoliado, hechos de polipropileno y celulosa, poseen una excelente resistencia garantizando una alta reutilización y su uso en cualquier tipo de superficie. Gracias a que son producidos con la tecnología Hydroknit y Power Pockets, garantiza una alta absorción y los hacen superiores a otros paños convencionales y trapos. Recomendados para tareas de máxima resistencia, muy alta absorción de líquidos, aceites y remoción de grasa. Reducen el riesgo de contaminación cruzada, cuando son utilizados bajo asignación de código de colores. Cada paquete contiene 30 paños de 33.5 x 35.5 cm.",https://daryza.com/wp-content/uploads/2024/09/19555.png,19
31986,Jabón Líquido de Manos Caricias Frutales Daryza x 19 L,19 L,119.00,"INSTRUCCIONES DE USO Verter el producto en un dispensador, humedezca las manos, aplique una dosis del dispensador. Frote las manos mínimo 20 segundos, haciendo movimientos circulares, cubriendo toda la superficie de las manos. Enjuague con agua limpia, séquelas con una toalla.",https://daryza.com/wp-content/uploads/2022/06/31986.jpg,4
19457,Papel Toalla de Manos Scott Essential – Rollo 177m x 2 und.,2 UND,70.40,S/ 70.40,https://daryza.com/wp-content/uploads/2023/02/30242710-3.jpg,25
31704,Papel Higiénico Suave Premium Triple Hoja 24 Rollos X 19 Metros / KCP 30244387,24 ROLLOS,43.50,S/ 43.50,https://daryza.com/wp-content/uploads/2025/01/31704.jpg,23
8605,Papel Higienico Scott 4 Rollos X 550 Mts / 30228044 KCP,4 ROLLOS,74.90,S/ 74.90,https://daryza.com/wp-content/uploads/2024/10/7009.jpg,33
33124,Quita Sarro Daryza x 1 L,1 L,7.90,"MODO DE USO: Use guantes si se va aplicar puro. Para Pisos: Diluya el producto 1:1 y vierta uniformemente el producto con una escoba o escobilla, esparza en toda el área, deje actuar por 5 minutos, refriegue y enjuague. Griferías, bañeras y aros: Aplique el producto en una esponja o paño y frote hasta que las manchas desaparezcan. Para Baños y Urinarios: Aplique el producto a los bordes y paredes interiores con un atomizador. Deje actuar por 1 minuto y enjuague. No se recomienda aplicar sobre partes cromadas, aluminio y fierro.",https://daryza.com/wp-content/uploads/2025/05/33124.jpg,45
32666,Papel Higiénico Scott Blanco 4 rollos X 250 MTS / 30245194 KCP,4 ROLLOS,77.80,S/ 77.80,https://daryza.com/wp-content/uploads/2023/08/2458.jpg,73
32320,Jabón Líquido Para Manos Antibacterial Campos de Lavanda Daryza x 1 L,1 L,12.90,S/ 12.90,https://daryza.com/wp-content/uploads/2024/10/32320.jpg,42
1166,Aromatizador Antitabaco Spray X 360 ML – Sapolio,360 ML,7.90,S/ 7.90,https://daryza.com/wp-content/uploads/2023/05/1166.jpg,16
6602,Drax Ultra X 5LT / R03008 Diversey,5 L,100.30,"• Fórmula súper-efectiva de alta performance Remueve rápidamente la suciedad pesada depositada en las superficies logrando una higiene profunda en equipos, vajilla y utensilios • Mayor poder de limpieza con un menor costo total Alto rendimiento a bajo costo por litro diluido conservando las propiedades de limpieza y nivel de espuma requerido para un producto de uso profesional • Rinde 3 veces más que Drax Lavavajillas • Uso Profesional garantizado Aprobado por SENASA para uso en los establecimientos bajo su jurisdicción • Calidad garantizada Materia Activa aniónica: 15% P/P Sin colorante ni fragancia • Producto neutro No ataca las manos del operador ni a los materiales tratados debido a la balanceada combinación de tensioactivos de pH neutro y la calidad cosmética de su formulación. Apto p",https://daryza.com/wp-content/uploads/2023/05/6602-DRAX-ULTRA-X-5LT-R03008-DIVERSEY.jpg,12
30024,Guantes Domesticos Talla 9 / Protexion,UND,5.20,"RECOMENDACIONES Seleccione guantes convenientes para cada uso. Limpie los guantes con jabón suave, enjuague con agua limpia y deje secar a temperatura ambiente en la sombra. Almacene los guantes en un lugar limpio, fresco, sin humedad y lejos de la luz solar directa (Temperatura inferior a 38°C).",https://daryza.com/wp-content/uploads/2023/10/30023.jpg,146
33139,Desinfectante Antibacterial Concentrado Primavera Daryza X 4Lt,4 L,11.00,"Facilita la limpieza de pisos, cerámicos y todas las superficies lavables, dejando un agradable y persistente fragancia. Elaborado con amonio cuaternario. Elimina gérmenes y bacterias: Escherichia coli, Pseudomonas aeruginosa, Staphylococcus aureus y Salmonella. El agente germicida presente brinda baja toxicidad y es eco amigable, convirtiéndolo en un producto de limpieza de manejo seguro. Mailing",https://daryza.com/wp-content/uploads/2026/02/33139-Frontal.jpg,95
1754,Esponja Trabajo Pesado N°88 WT001002268 3M,UND,6.80,S/ 6.80,https://daryza.com/wp-content/uploads/2025/04/1754.jpg,44
7726,Dispensador Papel Higiénico Jumbo Xtra 1 (83700),PAQ,120.60,"Máxima Higiene, no se toca el dispensador para utilizar el papel. Resistente, dispensador antivandálico gracias a su diseño y su material. Dispensador 1 a 1 que garantiza el rendimiento del producto. Con sistema interno de ajuste para mantener el rollo en su lugar.",https://daryza.com/wp-content/uploads/2024/06/7726.jpg,11
19557,Paño Wypall X80 Plus Interfoliado Verde x 30 hojas,30 HOJAS,31.30,"Tecnología Hydroknit y Power Pockets, que garantiza una alta absorción y los hacen superiores a otros paños convencionales y trapos. Reducen el riesgo de contaminación cruzada, cuando son utilizados bajo asignación de código de colores. Cada paquete contiene 30 paños de 33.5 x 35.5 cm.",https://daryza.com/wp-content/uploads/2024/09/19557.png,29
32179,Lavavajilla Liquido Limon Daryza x 900 ml,900 ML,11.50,S/ 11.50,https://daryza.com/wp-content/uploads/2021/04/32179.jpg,100
7731,Dispensador De Jabón/Gel 1.000 ML – Tork (83510),1.000 ML,45.10,"EMPAQUE PRIMARIO Dimensiones (mm): Profundo 118, ancho 121, alto 308 Peso Bruto: 0,51 Kg Peso Neto: 0,38 Kg Volumen: 0,0044 m3",https://daryza.com/wp-content/uploads/2024/06/7731.jpg,9
32794,Silicona Auto y Tablero Fresa Daryza x 3.8 L,3.8 L,52.90,"Modo de Uso: Para una correcta desinfección aplique el producto puro, sin diluir sobre superficies limpias y secas, deje actuar por 1 minuto y prosiga. Siga las siguientes instrucciones. 1. Agite antes de utilizar. 2. Aplique por aspersión sobre la superficie a limpiar. 3. Distribuya y limpie excesos con un paño limpio y seco. 4. Repita su uso periódicamente para mantener el brillo y mayor protección. También puede usarse en vinil, plástico, caucho y cuero del hogar. Es de uso exclusivo en superficies inertes, como muebles, cojines y cocinas.",https://daryza.com/wp-content/uploads/2023/01/32794.jpg,82
30694,Lavavajilla Liquido Manzana Daryza x 1 L,1 L,11.90,"Modo de empleo Retirar residuos organicos en platos y menajes Aplicar una pequeña porción sobre una esponja doble uso Incorpore un poco de agua, genere espuma y lave.",https://daryza.com/wp-content/uploads/2021/04/30694-1.jpg,68
10526,Pack Cocina Daryza,UND,78.80,S/ 96.90 El precio original era: S/96.90. S/ 78.80 El precio actual es: S/78.80.,https://daryza.com/wp-content/uploads/2024/12/920128.png,6
19245,Papel Higiénico Scott Hiper Economico 6 Rollos X 550 Mts 30227915 KCP,6 ROLLOS,96.40,S/ 96.40,https://daryza.com/wp-content/uploads/2023/08/19245.jpg,78
19558,Paño Wypall X80 Plus Interfoliado Amarillo x 30 hojas,30 HOJAS,31.30,"Tecnología Hydroknit y Power Pockets, que garantiza una alta absorción y los hacen superiores a otros paños convencionales y trapos. Reducen el riesgo de contaminación cruzada, cuando son utilizados bajo asignación de código de colores. Cada paquete contiene 30 paños de 33.5 x 35.5 cm.",https://daryza.com/wp-content/uploads/2024/09/19558.png,21
32795,Limpia Mueble Daryza x 1 L,1 L,15.90,"Instrucciones de uso: Retire el polvo de la superficie donde se va a limpiar. Con la ayuda de un paño seco, distribuya en forma uniforme. Deje secar por unos minutos. Con otro paño seco frote la superficie. El producto es de uso directo. Ideal para cuero*, computadora (no pantalla), plásticos, vinilo, formica, cerámica, cromo y otras superficies sintéticas. *No usar sobre cuero natural, gamuzado y poroso.",https://daryza.com/wp-content/uploads/2021/05/32795.jpg,158
32319,Jabón Líquido Para Manos Antibacterial Frutos Rojos Daryza x 1 L,1 L,12.90,S/ 12.90,https://daryza.com/wp-content/uploads/2024/10/32319.jpg,59
33656,Dispensador De Plástico Para Jabón Liquido X 1000 Ml – Daryza,1000 ML,32.50,S/ 32.50,https://daryza.com/wp-content/uploads/2025/06/33656.jpg,60
32796,Silicona Auto y Tablero Fresa Daryza x 650 ml,650 ML,16.90,"Modo de Uso: Para una correcta desinfección aplique el producto puro, sin diluir sobre superficies limpias y secas, deje actuar por 1 minuto y prosiga. Siga las siguientes instrucciones. 1. Agite antes de utilizar. 2. Aplique por aspersión sobre la superficie a limpiar. 3. Distribuya y limpie excesos con un paño limpio y seco. 4. Repita su uso periódicamente para mantener el brillo y mayor protección. También puede usarse en vinil, plástico, caucho y cuero del hogar. Es de uso exclusivo en superficies inertes, como muebles, cojines y cocinas.",https://daryza.com/wp-content/uploads/2023/01/32793.jpg,60
32178,Silicona Cristal Cherry Daryza x 3.8 L,3.8 L,74.90,"INSTRUCCIONES DE USO Y MANEJO DEL PRODUCTO Limpie la superficie. Agite el producto. Aplique la Silicona Cristal par aspersion, en cantidad generosa y distribuyala uniformemente. Deje penetrar par unos segundos para obtener el brillo deseado. Apliquese con regular frecuencia para mantener el brillo y la capo protectora. Si desea un mayor brillo repita la operaci6n. Si desea retirar excesos de producto o disminuir un poco el brillo, utilice un pano seco.",https://daryza.com/wp-content/uploads/2024/09/32178.jpg,91
492,Balde Escurridor 17lts Naranja Con Mopa,17 L,35.90,"Balde de 17 lts, hecho de 100% plástico virgen, cuenta con escurridor en la parte superior del mismo plástico, resistente y práctico, está provisto de 1 pico vertedor y 2 hendiduras en el fondo. Mopa de 200gr de algodón.",https://daryza.com/wp-content/uploads/2021/07/hude-16089-de-1-2-750x1125-balde-naranja-hude.jpg,27
33693,Esponja Fibra Verde X 12 Und Daryza,12 UND,8.00,"Limpia múltiples superficies: ollas, vajillas, tableros, mesones, lavatorios, utensilios de cocina, pisos, paredes, etc.",https://daryza.com/wp-content/uploads/2025/07/33693.jpg,62
32184,Jabón Líquido Para Manos Antibacterial Frescura Citrica Daryza x 400 ml,400 ML,6.90,"Humedezca las manos y aplique suficiente jabón. Restregar las palmas y dorsos de las manos, entrelazar los dedos, restregar las uñas y pulgares rotándolos en las palmas durante 20 segundos. Finalmente enjuague y seque.",https://daryza.com/wp-content/uploads/2024/10/32184.jpg,109
32183,Jabón Líquido Para Manos Antibacterial Campos de Lavanda Daryza x 400 ml,400 ML,6.90,"Humedezca las manos y aplique suficiente jabón. Restregar las palmas y dorsos de las manos, entrelazar los dedos, restregar las uñas y pulgares rotándolos en las palmas durante 20 segundos. Finalmente enjuague y seque.",https://daryza.com/wp-content/uploads/2024/10/32183.jpg,110
10528,Pack Hogar Daryza,UND,117.10,S/ 117.10,https://daryza.com/wp-content/uploads/2024/12/10528.jpg,16
32182,Jabón Líquido Para Manos Antibacterial Frutos Rojos Daryza x 400 ml,400 ML,6.90,"Humedezca las manos y aplique suficiente jabón. Restregar las palmas y dorsos de las manos, entrelazar los dedos, restregar las uñas y pulgares rotándolos en las palmas durante 20 segundos. Finalmente enjuague y seque.",https://daryza.com/wp-content/uploads/2024/10/32182.jpg,112
33705,Lejía 4% Daryza X 5Kg,250 ML,11.70,INSRUCCIONES DE USO Y MANEJO DEL PRODUCTO Como primer paso debe eliminar toda partícula de polvo y suciedad que se encuentra en la superficie que se va a desinfectar. Diluya 250ml de lejía al 4% en 5 litros de agua. Aplique la dilución sobre la superficie a desinfectar. Extienda el producto con la ayuda de un trapeador o paño. Dejar actuar por 5 minutos.,https://daryza.com/wp-content/uploads/2026/01/33705.jpg,49
10543,Pack Limpieza Total,UND,51.20,S/ 60.10 El precio original era: S/60.10. S/ 51.20 El precio actual es: S/51.20.,https://daryza.com/wp-content/uploads/2025/11/10543.jpg,69
10537,Dispensador De Plástico X 1000 Ml + Jabón Liquido Caricias Frutales Daryza X 3.8 L,1000 ML,50.40,S/ 57.40 El precio original era: S/57.40. S/ 50.40 El precio actual es: S/50.40.,https://daryza.com/wp-content/uploads/2025/07/10537.jpg,69
5742,Esponja Manual Guinda N° 7447 WV000003239 3M,UND,8.70,S/ 8.70,https://daryza.com/wp-content/uploads/2023/06/5742.jpg,81
31188,Gel Sanitizante Tork X 1000 ML – Familia (80107),1000 ML,34.80,– Aroma Fresco – Línea Elevation – Calidad Premium – Sistema S11 NSOC11712-22CO,https://daryza.com/wp-content/uploads/2024/06/31188.jpg,21
6100,Suma D44 X 5 LT / R03500 Diversey,5 L,64.80,"• Asegura la desinfección de todo tipo de frutas, verduras y superficies contra virus y bacterias • Efectivo en todo tipo de aguas • No tiñe las verduras",https://daryza.com/wp-content/uploads/2023/05/6100-SUMA-D44-X-5-LT-R03500-DIVERSEY-ONU1719-C8.jpg,5
32696,2 Paquetes Papel Toalla Precortada 4 rollos X 200 MTS + Dispensador Papel Toalla KCP GRATIS,4 ROLLOS,211.80,S/ 320.00 El precio original era: S/320.00. S/ 211.80 El precio actual es: S/211.80.,https://daryza.com/wp-content/uploads/2025/05/32696.jpg,90
7736,Dispensador De Jabón Espuma 1.000 ML – Tork (83530),1.000 ML,51.80,"EMPAQUE PRIMARIO Dimensiones (mm): Profundo 118, ancho 121, alto 303. Peso Bruto: 0,49 Kg. Peso Neto: 0,36 Kg/Volumen: 0,0043 m3",https://daryza.com/wp-content/uploads/2024/06/7736.jpg,20
19404,Papel Toalla Scott Airflex X 4 Rollos de 200 MTS 30228197 KCP,4 ROLLOS,122.80,S/ 122.80,https://daryza.com/wp-content/uploads/2023/06/19404-1.jpg,7
33136,Papel Higiénico Scott 6 Rollos X 550 Mts 30246070 KCP,6 ROLLOS,80.20,S/ 80.20,https://daryza.com/wp-content/uploads/2025/10/33136.jpg,46
5757,Forward DC X 5 LT / R02156 Diversey,5 L,96.50,"• Limpia, desinfecta y desodoriza en una sola operación • Alto poder de limpieza • Acción bactericida, fungicida y virucida • Agradable aroma • Forward DC no produce vapores irritantes o molestos",https://daryza.com/wp-content/uploads/2023/05/5757-FORWARD-DC-X-5-LT-R02156-DIVERSEY-ONU3082-C9-1.jpg,6
32443,Lavavajilla en Pasta Triple Poder Limón Max de Daryza x 400 gr,400 G,3.70,"Modo de Uso: Aplicar una pequeña cantidad de lavavajillas en pasta sobre una esponja húmeda. Frotar los platos y utensilios para eliminar fácilmente la grasa. Luego, enjuagar con abundante agua. ** Neutraliza olores de: pescado, ajo, grasas, condimentos fuertes y olores orgánicos.",https://daryza.com/wp-content/uploads/2024/12/32443.jpg,77
31304,Trapeador Mecha Continua Rojo 450Gr Daryza,450 G,14.30,S/ 14.30,https://daryza.com/wp-content/uploads/2025/03/31304.jpg,
33695,Limpiador Multipropósito Con Vinagre Daryza Gatillo X 650 Ml,650 ML,9.00,S/ 9.00,https://daryza.com/wp-content/uploads/2025/09/33695.jpg,44
33694,Esponja Fibra Verde Daryza,UND,0.70,"Limpia múltiples superficies: ollas, vajillas, tableros, mesones, lavatorios, utensilios de cocina, pisos, paredes, etc.",https://daryza.com/wp-content/uploads/2025/07/33694.jpg,79
33648,Silicona Cristal Cherry Daryza x 900 Ml,900 ML,23.80,"INSTRUCCIONES DE USO Y MANEJO DEL PRODUCTO Limpie la superficie. Agite el producto. Aplique la Silicona Cristal par aspersion, en cantidad generosa y distribuyala uniformemente. Deje penetrar par unos segundos para obtener el brillo deseado. Apliquese con regular frecuencia para mantener el brillo y la capo protectora. Si desea un mayor brillo repita la operaci6n. Si desea retirar excesos de producto o disminuir un poco el brillo, utilice un pano seco.",https://daryza.com/wp-content/uploads/2025/05/33648.jpg,79
40007,Papel Toalla Scott Precortada X 2 Rollos de 200 MTS 30247520 KCP,2 ROLLOS,52.90,S/ 52.90,https://daryza.com/wp-content/uploads/2025/03/40007.jpg,47
435,Silicona para Llantas Daryza x 3.8 L,3.8 L,49.90,"Instrucciones de uso: Limpie la superficie de polvo e impurezas con ayuda de un paño, sacudidor o esponja. Vierta en un pulverizador la SILICONA PARA LLANTAS Daryza. Aplique el producto: rocíe sobre la superficie a limpiar. Distribuir uniformemente, deja secar por unos minutos. Pase un paño o franela seca, para el acabado final.",https://daryza.com/wp-content/uploads/2024/06/435.jpg,32
30562,Dispensador de Papel Toalla Precortada 30229410 KCP,PAQ,108.20,S/ 108.20,https://daryza.com/wp-content/uploads/2025/03/30562.jpg,21
31229,Perfumador Liquido Bouquette Daryza x 19 L,19 L,65.00,"Verter el producto en un pulverizador o atomizador, aplique en el área atomizando en el aire hasta cubrir el área en dirección de las esquinas del ambiente. A mayor dosificación, obtendrá una mayor duración y efecto residual. Para perfumar ambientes aplíquelo puro con un trapeador sobre la superficie.",https://daryza.com/wp-content/uploads/2024/09/31229.jpg,42
10538,Dispensador De Plástico X 1000 Ml + Lavavajilla Manzana Daryza X 3.8 L + Esponja Doble Uso 3M,1000 ML,56.10,S/ 66.00 El precio original era: S/66.00. S/ 56.10 El precio actual es: S/56.10.,https://daryza.com/wp-content/uploads/2025/07/10538-1.jpg,82
8039,Dispensador de Papel Toalla MOD 30217684 KCP,PAQ,292.90,S/ 292.90,https://daryza.com/wp-content/uploads/2024/10/8039.jpg,93
270,Cera al Agua Desinfectante Neutro Daryza x 19 L,19 L,79.90,"Instrucciones de Uso: Limpie la superficie y retire el polvo o cualquier otra suciedad. Extienda la CERA AL AGUA Daryza sobre la superficie limpia, esparciendo de manera uniforme con ayuda de un paño o trapeador. Deje secar por unos minutos y luego lustre con un paño limpio y seco. Usar el producto puro (sin diluir) directamente sobre la superficie.",https://daryza.com/wp-content/uploads/2024/07/270.jpg,43
32180,Lavavajilla Liquido Manzana Daryza x 900 ml,900 ML,11.50,S/ 11.50,https://daryza.com/wp-content/uploads/2021/04/32180.jpg,34
